Id,SinkCreatedOn,SinkModifiedOn,statecode,statuscode,msdyn_alerttype,msdyn_suggestedpriority,msdyn_workorder,msdyn_workorder_entitytype,createdby,createdby_entitytype,owningteam,owningteam_entitytype,modifiedonbehalfby,modifiedonbehalfby_entitytype,cfs_account,cfs_account_entitytype,msdyn_parentalert,msdyn_parentalert_entitytype,msdyn_case,msdyn_case_entitytype,msdyn_customerasset,msdyn_customerasset_entitytype,msdyn_lastcommandsent,msdyn_lastcommandsent_entitytype,modifiedby,modifiedby_entitytype,owningbusinessunit,owningbusinessunit_entitytype,createdonbehalfby,createdonbehalfby_entitytype,msdyn_suggestedincidenttype,msdyn_suggestedincidenttype_entitytype,owninguser,owninguser_entitytype,msdyn_device,msdyn_device_entitytype,ownerid,ownerid_entitytype,createdonbehalfbyname,timezoneruleversionnumber,owneridtype,modifiedonbehalfbyname,msdyn_customerassetname,cfs_accountyominame,versionnumber,modifiedbyyominame,msdyn_alerturl,msdyn_deviceid,importsequencenumber,createdon,createdbyyominame,msdyn_devicename,msdyn_lastcommandsenttime,processid,overriddencreatedon,msdyn_alertpriorityscore,msdyn_workordername,modifiedonbehalfbyyominame,msdyn_casename,traversedpath,msdyn_lastcommandsentname,msdyn_iotalertid,stageid,owneridyominame,cfs_accountname,msdyn_alerttime,msdyn_parentalertname,createdbyname,utcconversiontimezonecode,modifiedbyname,modifiedon,msdyn_alerttoken,owningbusinessunitname,msdyn_alertdata,createdonbehalfbyyominame,msdyn_parentalerttoken,owneridname,msdyn_description,msdyn_suggestedincidenttypename
fc39769a-57ca-48c8-9ea2-0aa956f6fe51,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,22e1d5f2-f9f6-4fa9-b9b4-e7baa9969213,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,b53a5c70-35c0-4875-b221-d8c7de18fdb1,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,46e7acd7-6ec0-42ad-9e2a-6e3ce4593258,,Dyn365 SA,Northwind Traders,2022-09-23T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
ca88be0e-3d34-4ba3-9bcc-72d2255c45e8,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,22e1d5f2-f9f6-4fa9-b9b4-e7baa9969213,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,85588df4-7eea-4144-84e9-9516cfb05fef,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,407129f9-081b-4f78-83b4-b4d28cfa1309,,Dyn365 SA,Northwind Traders,2023-01-06T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
a27bbccb-e529-4aca-967f-6c604656185b,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,a050d6b6-4616-47c0-a090-25119456f9ea,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,eff6c75c-42d3-4ed5-818a-5a4e76279f9c,,Dyn365 SA,Northwind Traders,2022-03-24T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
7fb0c20b-1333-4b1d-82de-d100aaca246a,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,9d6194f4-c42c-4224-b024-4d7f81c403f4,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,d74f27ce-b3ff-4315-b550-4420e2165087,,Dyn365 SA,Northwind Traders,2022-03-24T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
55b18371-b2cc-4f88-b8d0-5134cddc6aba,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,a050d6b6-4616-47c0-a090-25119456f9ea,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,c4c8c22b-2f07-4e49-b7b8-551664b8bd5c,,Dyn365 SA,Northwind Traders,2022-05-23T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
7b2050fd-097f-4c42-9623-803cfd256467,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,9d6194f4-c42c-4224-b024-4d7f81c403f4,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,32cd3902-67ba-4c19-80a5-505d64a7101c,,Dyn365 SA,Northwind Traders,2022-05-23T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
32411b44-ae3b-45e9-9f2d-845476bd9266,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,0567ea50-7894-428d-93b5-4ca51f8950f0,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,a5b0be87-ec82-4bd3-841d-d901da3ce741,,Dyn365 SA,Northwind Traders,2022-06-07T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
de2ef606-ee92-457f-b4f3-702248a56780,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,bb8faa34-44f7-420a-9bce-6692a680d716,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,4ae95360-de43-425c-b562-31be1b4d85f1,,Dyn365 SA,Northwind Traders,2022-06-19T05:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
d34c4ae3-7e5c-43ea-8743-90a8e1dd1241,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,0567ea50-7894-428d-93b5-4ca51f8950f0,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,dcac2516-6017-4e38-958f-525f361cc881,,Dyn365 SA,Northwind Traders,2022-07-17T15:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
1f043aa3-688c-4d2f-9524-6ac99ad384b7,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,a050d6b6-4616-47c0-a090-25119456f9ea,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,aab86af4-c611-48ca-9686-7c2fe199057a,,Dyn365 SA,Northwind Traders,2022-07-22T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
8ed17988-f4f4-4888-99b9-d2265bec3eeb,2023-03-06T14:24:30.000Z,2023-03-06T14:24:30.000Z,0,1,192350000,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,,,,cb592234-b1a7-e811-a987-000d3a1c9c85,account,,,,,67718120-3670-4124-b37b-23df24cfae0c,msdyn_customerasset,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,054d7187-34e2-e711-a95b-000d3a180af8,businessunit,,,,,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,9d6194f4-c42c-4224-b024-4d7f81c403f4,msdyn_iotdevice,a2877065-cef7-e711-a837-000d3a1be4cf,systemuser,,0,,,Horizontal Louver (boston-mxchip),,18705222,Dyn365 SA,,boston-mxchip,,2018-12-04T11:55:07.0000000+00:00,Dyn365 SA,Boston MX Chip Sensor,,,,,,,,,,45c5dc7f-6559-4c55-8525-1bda2c930e8f,,Dyn365 SA,Northwind Traders,2022-07-22T06:00:00.000Z,,Dyn365 SA,,Dyn365 SA,2018-12-04T11:55:08.000Z,,Manufacturing - Test,,,,Dyn365 SA,The Accelerometer Z reading of 1026 generated an anomalous event,
